year,designer,cluster,file_name
2013,Issey Miyake Womenswear Autumn-Winter 2013,316,2013~Issey Miyake Womenswear Autumn-Winter 2013~679fc5483f1d8a008c6eb88f99757a3130df472625dade9d8db359a17bbb9ea1.jpg
2004,Ralph Lauren,316,2004~Ralph Lauren~346fcbf9c0b7c78e599aa67d2dfdedb141f47b253a3a9a88e3db0697b99e6e60.jpg
2010,Burberry Prorsum,316,2010~Burberry Prorsum~9dc82b00f520ba31d104273c0f4742bb0e4c80ec2e6ff7976f18c95e294e3adb.jpg
2013,Giorgio Armani  Womenswear Spring-Summer 2013,316,2013~Giorgio Armani  Womenswear Spring-Summer 2013~3bb4a607d659cb19841bfef9999a5bf8dd657c55b77caef95e76dbeace66b1b4.jpg
2005,Emporio Armani,316,2005~Emporio Armani~f21569e7239e9e74dfe7ef898473507f15561e1bfe50262d1ed94b49753a09cd.jpg
2008,Marc Jacobs,316,2008~Marc Jacobs~04fc363ede4bd6f7a7619047403c520888c730cccc1a0702c92de77f602dc991.jpg
2011,Dolce & Gabbana ,350,2011~Dolce & Gabbana ~9f8d3454317a3ebfd598d7632c1cc898165f556a49de06e04df644196a14fb77.jpg
2006,Adam Jones,350,2006~Adam Jones~2bbf66b4a71375c9a3b784bd471610529c76f814d59b571eb86fc322e1cc7634.jpg
2009,C'N'C Costume National,350,2009~C'N'C Costume National~926584273113907ca5c6b41aff35ba80bc9fe56494ef452e628254312ff91029.jpg
2001,Jil Sander,350,2001~Jil Sander~d409197375e2b8d630f3c8ff8aa18f3b101bc0ffa6abfdb80dd258e3b675baa3.jpg
2006,Dirk Bikkembergs,350,2006~Dirk Bikkembergs~b9be07365b3d3655cc6d75afc5a6640093f58374a3979b07b3f70ba9c9473a4c.jpg
2003,Giorgio Armani,350,2003~Giorgio Armani~b5f4485f9373eefc83fc042332bf69e2afcaa229328471e7479c25f72bf87eeb.jpg
2012,Paul Costelloe ,350,2012~Paul Costelloe ~55635c6a557d527f891a0ff5b4d77bb30ad190b14d07c091a5e31f0ed47f8b22.jpg
2010,Paul Smith,350,2010~Paul Smith~c163eee3f5e90e4d0b3c3436c21f7c13beeb38450852b0cc645fcf8df9dce60b.jpg
2001,Richard Edwards,350,2001~Richard Edwards~f401bf0e0ed13c17a39a8db06c4304aa271528a713388f7f05628dbeba2f8056.jpg
2006,Miu Miu,350,2006~Miu Miu~50c8992e30d37a4a733eff3fcd7fd85a1b4c95a6d2dd50137e5de5b8022398e8.jpg
2013,Atelier Gustavolins,350,2013~Atelier Gustavolins~b9ae6ee5a8e45b3be8d7fda16a4dca15d43407691e53a0bd3445322056923a6a.jpg
2010,John Varvatos,350,2010~John Varvatos~6d4e2f474a642d7e0fb19394117e371b9a0b75dd159a8cbea36123c3e0fc7117.jpg
2010,Francisco Van Benthum,350,2010~Francisco Van Benthum~4ceadd4cacfcf371e9e9e742ae33c0596094248c93353c10c4fe515ff998369b.jpg
2009,Gucci,373,2009~Gucci~9667c6a3d94cad4e8a3b9828d12e9e75e1e844c7505418b4dde944210b46dec6.jpg
2008,Cerruti,373,2008~Cerruti~88e787d330b3c6e8e2c67a7a0ccae097e15860abcb81aa2598d614cd4ab723ca.jpg
2003,DKNY,373,2003~DKNY~474d2102c4dab7cb50c0add488da565b55f1224d721b427eac14708585f93286.jpg
2012,Dusan ,373,2012~Dusan ~42629919a52896f404fe374a81557fde683af069b11f6d1ef6b95bc46e83757f.jpg
2005,Victoria Grantham,373,2005~Victoria Grantham~ea7c0e74a7d09476f8f476500a959fb681fea7137565b1e1c7700df4681b59c6.jpg
2006,PPQ,373,2006~PPQ~33b759c0a815b04efdd960ce6d761395bd0b4f938a8967a8f857d11091310a12.jpg
2001,Dior Homme,373,2001~Dior Homme~dbbf0339ace5fb43ece443757110d9adefdf855de8993058f1281c6a233185d7.jpg
2010,b Store,373,2010~b Store~7431826601aa48afbb2a50055decaf656c92acd39695a334f98174070eb90d4c.jpg
2004,Hermès,373,2004~Hermès~efeef82e2672ced97cc7aaf38afdfdb54cd32773b87b004a6d2d7b91d29ca379.jpg
2002,Carlo Pignatelli,373,2002~Carlo Pignatelli~d43813af226ecfaffe93ea5620eb8e9befc8a1dd0e1b4746049c08784c7bb902.jpg
2006,Hermès,373,2006~Hermès~8189994e7184b9b14db6c08ac797da7934dc5c2edbf6261f84584cb7238a3384.jpg
2003,Pal Zileri,373,2003~Pal Zileri~ef29de9d21aeb437fb74c9457d9fc3847ab5e10a49c5804664d82fa351fbc4bc.jpg
2002,Yves Saint Laurent,373,2002~Yves Saint Laurent~6f319f6748ceaefc30c2a1709237c7e745a5610494d652621bcbbcb20e617946.jpg
2013,Roccobarocco,373,2013~Roccobarocco~2fea40ef4f9e864512a1e48bd1599213277414d80cfd648daf612f12aca5cfdb.jpg
2002,Samsonite,373,2002~Samsonite~6531382e39a5a78165cd36792697972181a5f53836d7acbf2b37ddb7b43f4979.jpg
2006,Comme des Garçons,373,2006~Comme des Garçons~59e2b0e1193018a6c4d46533eab67158a66cc0688486e2f1635e74543f7d6fcb.jpg
2008,Paul Smith,373,2008~Paul Smith~ec2b4994fe6f07b5c8fcb1c58d8c191b4d3a4948ce3270ebdd7329b7afce9786.jpg
2007,Trussardi,373,2007~Trussardi~40a45b65f5129b9d2dd29c2c55e0503b938e728785d2c8df7e408f2eaf729435.jpg
2011,Prada ,373,2011~Prada ~a6447151dfb699d7bd4f75636ba3b1aa289bca9662b12b61ba656e84ddc34f9e.jpg
2003,Hermès,373,2003~Hermès~00fcc4d3a5634cc3f8fd0ed0fef7c02e773bbd9b8dfd007f1f79faa192be5628.jpg
2008,Miharayasuhiro,373,2008~Miharayasuhiro~54948f3730d73a56feea1fb9e79fbd9cccfb6bf55c87ae49a22b3a4a3814c1af.jpg
2005,Viktor & Rolf,394,2005~Viktor & Rolf~1db99d09d653ca3d109134babdef30107269e485ce02bf6e8d30cbddee441e35.jpg
2011,Lou Dalton ,394,2011~Lou Dalton ~0c036b1620a30206457613892e8385775bac4f3245c8f99db7990c6fe107a0d3.jpg
2011,Kris Van Assche,394,2011~Kris Van Assche~d13996b63a52c1ca87224c6aad0148ccf29d54f6dba2cbc5f2dc1e5c4c69fb6b.jpg
2007,Agnès b.,394,2007~Agnès b.~faedebd89fd09c70eeb4813299e62ae2337b6937825df5c45d129f5e08ac6b91.jpg
2012,Emporio Armani ,394,2012~Emporio Armani ~e41a85504b030a005c529e43644fecf80abd7fd88c5c77a4f63a8a927e5cd9a4.jpg
2008,Marni,394,2008~Marni~0c6ddaa34ec7f804a23f0ac7c9d63590762b6a12790066a78b4cb5e1ae7ccb86.jpg
2007,Aubel Taylor (CSM),394,2007~Aubel Taylor (CSM)~7393976693409e9e7c86b9be198bd66447c136a6ecf7389bcaf5083100b308ca.jpg
2001,Own,394,2001~Own~876c8c150c3c3c022350f9a69e335e15e290e51bdfe262555497b355dc68b795.jpg
2007,Jil Sander,394,2007~Jil Sander~ef59cc99b5ed87c7c3f6ab7c1a03f4ac275febd59638af518e26cd3146394628.jpg
2007,B. Michael America,394,2007~B. Michael America~07c073a29c8c774c52fb53c7b0c29baf27f2f4bc8ef75e23ed20eade523b7cbc.jpg
2008,Dolce & Gabbana,394,2008~Dolce & Gabbana~fd5b96d91934d3f6492403cbb617bbac9a6792ecafe6c8db3f15b8b29bd1e94f.jpg
2004,Zucca,394,2004~Zucca~ee2972e2ae5cbf3cffc49909af56239f516216e35fedc096aedea3ab9a3a876b.jpg
2006,Gas,394,2006~Gas~4edfcd61a022182e5d81e37ab02a28ee08516e5599ee1ad9abfe5299e103ad55.jpg
2006,Topman Design,394,2006~Topman Design~4aaedfb58563a7a7aff457ff83010943688182d947021cc1c4231917a2d0fcec.jpg
2005,Krizia,394,2005~Krizia~31e95b0415d0bd0db518b101539bbc968ab5259f1e3a158ba09f7ff75c77facf.jpg
2011,Rag & Bone - Men's ,394,2011~Rag & Bone - Men's ~b9e39eaaa6379640e613f2f430cf0e662344204feb40f55501df627edcce165a.jpg
2004,Zucca,394,2004~Zucca~5d826501013123d1e56db0a57d78c55823af25f20174d3dcf5e46f2f3960423a.jpg
2006,Gilles Rosier,394,2006~Gilles Rosier~a09c891cbf536c2e4d209368a10ae7eb5461c044bc48361e956b0bf86d32696a.jpg
2003,Miu Miu,394,2003~Miu Miu~eca042bbf61faedec1011c1da68a46800832f28fd6a8b588525c2908cf8a8a27.jpg
2001,Paco Rabanne,394,2001~Paco Rabanne~20c40d737b6c96e8d56d9049081b01b87c3e58ea2277060162f9a414a52b4862.jpg
2013,Dirk Bikkembergs,394,2013~Dirk Bikkembergs~40189153e360a80e9c092e3e6e326ff2a2bdef6c0de669645633ff4e4c3ba1a4.jpg
2011,Adam ,397,2011~Adam ~811ef03a7da24a41e6915e3837633600acd1a382c1b1218b83aef880b1589374.jpg
2012,Dior Homme,397,2012~Dior Homme~d6df122e7a109f8136e93906ebc5cd8a6128dd6439366e400d9fd78c5c0be9f2.jpg
2011,Perry Ellis ,397,2011~Perry Ellis ~2ffda8486db75e5788e10871a09bb74c2eac1cc2cc38bc71374edbaf20893347.jpg
2009,Hermès,397,2009~Hermès~f3774ba272b5f1075c70c721895c006aac17aa11bdae4688c0dc49b7a550e7b2.jpg
2005,Central Saint Martins,397,2005~Central Saint Martins~63ccff3aef75230eb630e79721440daa296be5005bf4c52b2d00e0640f0858d8.jpg
2007,Sonia Rykiel,397,2007~Sonia Rykiel~31d7c19bcafce7a8271a5ad246ccc49931e8b54097ea3bac4f5646759dacfb63.jpg
2004,Pringle of Scotland,397,2004~Pringle of Scotland~abc0b9507c9e7bb6fdf066b8beaf409340de9ffff8d66a90915f218d1d842ae1.jpg
2009,Todd Lynn,397,2009~Todd Lynn~eb54cc4645e40375f0243cb02c5536f23f033a811dc82e5a3637eae8f0318eed.jpg
2012,Juun J.,397,2012~Juun J.~6565a841a95d37afa76c90872edd87931c87db1799d1bde82fd45ef36c22a150.jpg
2010,Dior Homme,397,2010~Dior Homme~989a8586b025aa3ad37f128da5258a1a7128d62aa3bc8b0a5a1eaf3b5646b24f.jpg
2004,Peter Jensen,397,2004~Peter Jensen~7eed4358f67259666ab8d40d2fd9bf7306da3af4c47f045c07c5464692d9fdc5.jpg
2009,Klavers Van Engelen - (White Club),397,2009~Klavers Van Engelen - (White Club)~de944b29589551b41bf142c0157e1d25b2435acdaa5c671580d5a23449862747.jpg
2001,Calvin Klein,397,2001~Calvin Klein~cafe5d4a00cff04844876d5a45ded752df2c958f2a33db017c2a6e1381cea7db.jpg
2011,Dolce & Gabbana,397,2011~Dolce & Gabbana~76368f4ac8cdf1404ce767a7f4212ab364793758e4d316534826218d6ff35624.jpg
2012,Montse Liarte,397,2012~Montse Liarte~e4ff3d3c11a9f9a24ce8dd0cfb633808431c905dcb891892ab54d1974b3850a5.jpg
2005,Gattinoni,397,2005~Gattinoni~59cece959372e5ad0d71fe065e3964e02a8eac2e6a39c9d95145d58dba99c0fd.jpg
2001,Paul Smith,397,2001~Paul Smith~7bd877ac982fc7ce378adcbed24c606a8131e1a03c2f0dd30a8bde2a700ba635.jpg
2007,Versace,397,2007~Versace~29a10d6c15b6c46845ddccf5a66d59c66f04175cb2a91c180ddeaa3d6a9d8640.jpg
2013,Costume National Homme,397,2013~Costume National Homme~06b5590b3ed40e13687265342c4df106507668b79506b6e27d5fb6cfde6dd4b0.jpg
2008,Givenchy,397,2008~Givenchy~b91b9f63fb38e9a084f52e3976fb52a780c2b7c90698fdcd10ce89ec430c1cc4.jpg
2008,Fendi,397,2008~Fendi~0ddd7ae362f9b27f0d4b2562eac7dbc62c4db4267da35bc048c6f6711719b95e.jpg
2008,Abaeté,405,2008~Abaeté~7dedcc6654bc968f71f0eb4d2d5fff323366fb5e66a49fca35e6f9247301165d.jpg
2006,Robert Cary Williams,405,2006~Robert Cary Williams~e00d7a96e94d6901de28da7f1d8aae54a3945c68f6d0353eb4d3a586d2ec33fc.jpg
2010,Roberto Torretta,405,2010~Roberto Torretta~7f77ae5c50df6cd02b70cb46ee3fa3234d1a474a0d9f25b6d30e0d6e48abf0e3.jpg
2008,Allegra Hicks,405,2008~Allegra Hicks~458e66ef2b8c50e7e4e0046ab7336d3f974b6d6f977595e7e5b525ab0a105edb.jpg
2009,Twenty8Twelve,405,2009~Twenty8Twelve~34c7a231286f3683841f1c9500ad237e2eafaa75eb6f73c7c06696879c389b86.jpg
2010,Laura Biagiotti ,405,2010~Laura Biagiotti ~42e5738ecc10415d789f2ff614de688bdf35d59cf43d4c0016b0c7de4ea115da.jpg
2003,Byblos,405,2003~Byblos~bba1fd0b169372ba902a5265f16b37a21a54b81915a4d0d43ed98756c2aecf6e.jpg
2006,Behnaz Sarafpour,405,2006~Behnaz Sarafpour~43b5c6375dfca97f854026aa0d76ce06d948ff20194ca68d5d7b77032c8bb37c.jpg
2013,Balenciaga  Womenswear Spring-Summer 2013,405,2013~Balenciaga  Womenswear Spring-Summer 2013~dbb2e2d6bf6a0d9b0e124bc72fb8f0399f82e455336be97af214ff8484e64578.jpg
2013,Emerson,405,2013~Emerson~b1305b7dd531c655b393dabf207def36876d7d4433f93585f76d85713dd17849.jpg
2007,Emporio Armani,405,2007~Emporio Armani~f215e4d7a81ad533a521e93227688349ef87112c82780f83a9d66b39729b436d.jpg
2010,Eryn Brinie,405,2010~Eryn Brinie~75224289a6c644dd82823a47b4564a04b88c7dd615cb04c8ddbc4a94e5bf323c.jpg
2006,Gaspard Yurkievich,405,2006~Gaspard Yurkievich~ff27936067b635c1416d6a853218e55525595032c6f0d951acd2f600df04aac7.jpg
2013,Hexa by Kuho,405,2013~Hexa by Kuho~f2747ede43e1a3981f0dd02e08e332f5cac73fd6628e0a7890521e2def2a82b7.jpg
2006,Preen,405,2006~Preen~960649b3863164e0feb594a872dc8a1206d874c8be034f576caec0daf8607153.jpg
2011,Loewe ,405,2011~Loewe ~21246d0bbcdfd476fcfea45564d119782a2171c28600188db244a6a7b693cb84.jpg
2013,Loewe  Womenswear Spring-Summer 2013,405,2013~Loewe  Womenswear Spring-Summer 2013~d81a6841531e3b5a399075e34d4ec508aa7f6d26998ec107bb5810cbc99ee658.jpg
2012,Etro ,405,2012~Etro ~43c599b6c8a2f450f61adb2aeea4c8221c4581b55f9be0f7e6e1858bb05e0501.jpg
2009,A.F. Vandevorst,405,2009~A.F. Vandevorst~51263b06d4048347e543338cd807556b891a5337316ca242db2ba27f07291e66.jpg
2010,Peter Jensen,405,2010~Peter Jensen~5cc965a46b3e55d014430ce15cc1ba20a237e39571a28924852be33bb61c332b.jpg
2010,Jasper Conran,405,2010~Jasper Conran~65447644dbc5200dbf297a1a7bc4150744ce697b306920c8805f249e1ca8eaff.jpg
2012,Silvio Betterelli ,405,2012~Silvio Betterelli ~2a1cd95a732595ece3a8b5fdf8d5ed293ee1a224310027652c97ad150af372dd.jpg
2013,Alberta Ferretti ,405,2013~Alberta Ferretti ~6d254f3689a3306161ce1090a81e51c5d3dd6bf649bfaf08009f61e2e56b1e39.jpg
2002,Gazarini Uomo,410,2002~Gazarini Uomo~9f409412028ce6d688613da33c208634aaaef5a78250cfbea45d25468f1fa492.jpg
2001,Dirk Schönberger,410,2001~Dirk Schönberger~a32ec9ee56e73ba4cfab26ec39841d1b162783b6816d04534f79af0c9b0b3d2d.jpg
2010,Ermenegildo Zegna,410,2010~Ermenegildo Zegna~37f2443b6ef394212ec82fb326fcc5e256e1754fb36ae377ec8926fe4a27a8ed.jpg
2005,Jil Sander,410,2005~Jil Sander~32d039da98a2d94e0b195acbec644d644c8410ea8490d3ef39109862f9b4c684.jpg
2004,Stephan Schneider,410,2004~Stephan Schneider~d9a0573074831d3546cf047d8f71bd975a25678c0f2fe08549d3209fc22c5cde.jpg
2004,Lanvin,410,2004~Lanvin~04815edd367dedf40099ce8b8d8f2fd8c3df072537885c5c3f43960dd0557c0d.jpg
2011,Arnys,410,2011~Arnys~460b71879299cc5f70b0668e95b6ac36f62ec6a88b48d5fca0d70d5a5a3aedd3.jpg
2006,Antonio Marras,410,2006~Antonio Marras~42bea3cf001bffce15943be65d815354e98e2cb00a43bf70afd8d0103a5a90e1.jpg
2006,Enrico Coveri,410,2006~Enrico Coveri~c924594bdb134da11c84bbd11f4a98339ada39bff49229c3bcb1b843b5df6f92.jpg
2013,John Richmond,410,2013~John Richmond~3c64c201be75e4a474fa721ecc8c620f012dba684634237d6437b9cf4b0b2484.jpg
2005,Moschino,410,2005~Moschino~da7d5ecc7585dc704a40485fb700f3e5b72316b31462d83da2bbc720cbaf10fa.jpg
2010,Adolfo Dominguez,410,2010~Adolfo Dominguez~9d5773017255bb50efd0c0f18d3abfd0bd9061ad9d26c4062cca1b90d3efa69f.jpg
2007,Adam Jones,410,2007~Adam Jones~5ce2a46fe70efbc52241c0080bfba302b057e63bef711737f649ec6629f82ec6.jpg
2007,Diesel,410,2007~Diesel~64032338b27eb97681996077d61374aaf1e6a0f59fbab4fee9ebfe8dbf2928c4.jpg
2007,Roberto Cavalli,410,2007~Roberto Cavalli~64bc8103b1e9182d2adb65e0e04bbc254c047af5cf43567df2d10b23ed09cdde.jpg
2010,Gianfranco Ferré,410,2010~Gianfranco Ferré~5d6e817ea24f5cfc0008d4126d7a4a9be44434967669ca8afc365bbdf9c61b63.jpg
2008,Bottega Veneta,410,2008~Bottega Veneta~e1d9129ab1cf5dcdcdfcd7f101a5999d42e64c2bd40ab293154e0f881b6db61b.jpg
2003,Yohji Yamamoto,410,2003~Yohji Yamamoto~552198a2898895b30983b56c34234d8b21d723cb469e5affd5e9618a6617e7c8.jpg
2011,Neil Barrett,410,2011~Neil Barrett~eb723734ce62a3e9fe1dfa8b4d0fdb57b09e1e8af5b09e99eae7542d59023184.jpg
2007,Laura Biagiotti,410,2007~Laura Biagiotti~48e7bb994d69a5891aa47f95fd480335ca8c5d702461e4a17893c11540c26c93.jpg
2013,Anne Valérie Hash Womenswear Spring-Summer 2013,410,2013~Anne Valérie Hash Womenswear Spring-Summer 2013~da9287b5c7bd1b8f9a2e613075d76dad0eacd7c63bcf3c56400d1d081eb3b139.jpg
2007,Zucca,410,2007~Zucca~07214126a81e41be934e264b539ad9cfe4506630a0cffa1088ddbd14fb9fadbe.jpg
2002,Exte,410,2002~Exte~0ba59459754bb27e0e7813845b3c2ea1ba857bed9e95470afe314f2cf0e17e5a.jpg
2003,Calvin Klein,425,2003~Calvin Klein~c106f1a03f3fbf6bc775a33ecddd6df7765c0e480f13009aa5c971b3ef053f92.jpg
2003,Samsonite,425,2003~Samsonite~d9d5a87e863f608a26a2b830fd7d2f908e5a03afb3e3ce1bfa049b2ab7deba85.jpg
2003,Issey Miyake,425,2003~Issey Miyake~c335c2d934b36b5a7f91f9d7d0c04d33544968bdf13cdf7b8e8eee9321e6c734.jpg
2001,Michael Kors,425,2001~Michael Kors~a0280b4982c19f62385f79256a6d8127f6b0f5c821777f244bc3ecb179566e0b.jpg
2011,Chadwick Bell ,425,2011~Chadwick Bell ~067a62c9a9b4b80eb70265b2d6ac4cb24b742a1bc8f803fc408507622bf7f1f1.jpg
2006,Nicole Farhi,425,2006~Nicole Farhi~af2a5f0309b5a637ebb27b82fce15d307143c5b60755904688d8d3103381cf51.jpg
2004,Neil Barrett,425,2004~Neil Barrett~6cc7b1ac2c9ec241a21505b58a9764e53e7c9bbe0cca58d11872462bf23c7ca7.jpg
2013,Louis Vuitton  Womenswear Spring-Summer 2013,425,2013~Louis Vuitton  Womenswear Spring-Summer 2013~c99cde0369bfb090fc80d693b7791ca8fab3a7e0ab27799d6e1d56ee78fba91b.jpg
2003,Burberry Prorsum,425,2003~Burberry Prorsum~5c76c18497ad20b2f8465067f804a682bfba3935c07e2269782c8b5ba18c31fa.jpg
2011,Walter Van Beirendonck ,425,2011~Walter Van Beirendonck ~5e4f1d3098b41909dec8f9623fb3179058ce9d2082b8ee0be764627e73d81212.jpg
2012,D&G ,425,2012~D&G ~495a87c021bcc1de130f5e40cf5a01e7e4303c586579f0f478a53c22d6ee2321.jpg
2010,C'N'C Costume National ,425,2010~C'N'C Costume National ~6099ed34f1f07c91860c1e6ac4cff8a9b59a025a85d7fcab780e2f73fc6c937a.jpg
2005,Carlo Pignatelli,425,2005~Carlo Pignatelli~ebe510889f6cabfac711e7e9b6af945bd7c1504c42b0f4fa705d637b9a83ff29.jpg
2006,Strenesse,425,2006~Strenesse~c2f11d8aa3a5adc425355f4bdb06a95599624460cebbf849ed05a04b85e1548a.jpg
2003,Jil Sander,425,2003~Jil Sander~90f3fdbc61631913f1670b9be88ac4b77b006600411783b90270acbb9f614b4d.jpg
2011,Anne-Valérie Hash ,430,2011~Anne-Valérie Hash ~34e46edc840e40ce204d2a8f924bb4be43ce5d217af8e7524df96ffdb84b22d4.jpg
2013,Bora Aksu  Womenswear Spring-Summer 2013,430,2013~Bora Aksu  Womenswear Spring-Summer 2013~e096aed9c238ce362ce10bbe4f974022e739cf0268d85500865e1eff89c4a4c4.jpg
2008,Luca Luca,430,2008~Luca Luca~34a380d829e34586b3f39f3dff0ad2ffef0ee568b2e1f26b924ff754cac0ee63.jpg
2007,Atil Kutoglu,430,2007~Atil Kutoglu~8ed732ed7bb52d6620bcb6bc50dfacc58bb534b25b74233c89e740a2495cfa35.jpg
2011,Sportmax ,430,2011~Sportmax ~d9502c590737c66ae810b030fb2ce6c605af4b0e307af497350458be10ebee28.jpg
2007,Josep Font,430,2007~Josep Font~53bb6fb45f1f199ec7a310c7aec2fc5636516643edf9058adc02b6bf376f09f2.jpg
2003,Diane von Furstenberg,430,2003~Diane von Furstenberg~4f36a710e8c72dab1db200d318b57f2aa1409ec3e186fc021fcd1f66d39c37e2.jpg
2004,Philosophy di Ferretti,430,2004~Philosophy di Ferretti~b1ad2f25fe01b26edddff145680e35f47857db37bd6edcb4b775ee40b3238754.jpg
2011,Michael Kors ,430,2011~Michael Kors ~07cfa864ba232da85b6f4b16414b86d27183be81f74c661ce9b4e580d0bba5ae.jpg
2004,Stephan Janson,430,2004~Stephan Janson~dbc1ffa2824988cfab08131bbff0587901bc5992b85b8b051a73bf6e555d9c85.jpg
2003,Tata Naka,430,2003~Tata Naka~0af068e627586bcb03d90cb4abf9f0bb08c441f55055dd2e40e4b38e80514035.jpg
2007,Terexov,430,2007~Terexov~f03dd87f2029fbc53c64062b15ba2aa49651a88259649545066625d9d2388ed8.jpg
2008,Jean-Paul Knott,430,2008~Jean-Paul Knott~77b3310d966326c6e1e5d3217c44ffcfcdeee2ebf121a5aac008616a9032a014.jpg
2010,Vivienne Westwood,430,2010~Vivienne Westwood~b4a105140e07c5ad17e98f271d72f4175d00188f4ad61ba217ead0a302d30461.jpg
2008,Malloni,430,2008~Malloni~2ff91292d9ab398813ee72535a34e316ba2bd64e36d949061ed6b54f08c2df2e.jpg
2013,Sergei Grinko Womenswear Spring-Summer 2013,435,2013~Sergei Grinko Womenswear Spring-Summer 2013~7cdaf7b8ffa7d621e3531df820c8e1f8afd6489cca1cfbd61bf1d21993c037b3.jpg
2001,Alberta Ferretti,435,2001~Alberta Ferretti~1c46d584b63a6ea84deae7ff1d4802f6f662b8a282ee5598698dd7da8e81793b.jpg
2004,Sportmax,435,2004~Sportmax~f13a65f79c5e8a69c9ed8e8f54cfd70062432ca451576a088486c8e8d87f73e6.jpg
2010,Elsien Gringhuis,435,2010~Elsien Gringhuis~b8a1838cc95a1918d17d569cdcddc427ef648260e17a35647e1490e8317f4ada.jpg
2013,Marco De Vincenzo Womenswear Spring-Summer 2013,435,2013~Marco De Vincenzo Womenswear Spring-Summer 2013~50ddf41e4d45d9d809b0424da5f426b094257696e180c8463ad560e2710f7c92.jpg
2009,Max Mara,435,2009~Max Mara~8fd7e2309db407c9094dcdd2fffb9affe8f4fd276b323b01babb98eb64685d2f.jpg
2003,Jean-Louis Scherrer,435,2003~Jean-Louis Scherrer~23df71ab2619e518637dd9ec3c9cefcf6c747fc1784e9d54f11f3da5e070efe9.jpg
2007,Adam Jones,435,2007~Adam Jones~b076a13e65f7ac9e5f50ec9ca300935cd26265ed98352667009b15d51a641617.jpg
2011,G-Star ,435,2011~G-Star ~1329220b3feee6afa753b9a88e999aeb4b08bdbfff7e7f1f7744353231f84340.jpg
2008,Fendi,435,2008~Fendi~3d3a13c53cf9d0c0345584f2539be5d635d75f87c9892e58f733c1419e96c2be.jpg
2011,Issa London,435,2011~Issa London~6950c0c417a7a353ea27cf155fdd921cfaeb2f5d4d2b0def363e52dc6a40d04a.jpg
2004,Grès,435,2004~Grès~3d2a3f7a46500e4914fc8669e92ff67a844d70fc96dd319c9cf174fd5279003d.jpg
2002,Christian Tournafol,435,2002~Christian Tournafol~9c2d5662b6591a4bb8821888c4e69eacef93e1c12d5c18695d53971304cb8d55.jpg
2012,Osman ,435,2012~Osman ~d3248e002cb226d61e5642e4dee3c7bc2a568f79d58cbd67147f176d73abb45c.jpg
2013,Nanette Lepore Womenswear Spring-Summer 2013,435,2013~Nanette Lepore Womenswear Spring-Summer 2013~5519da040b7a23a9bdcdcfe4d018723c540b569f323f32bd41290df622291e58.jpg
2011,Dolce & Gabbana,481,2011~Dolce & Gabbana~416104e8d37dd1c372836ac91637f5c173bd9315eafc931778dfe4ef8c6c822f.jpg
2012,Rützou,481,2012~Rützou~0ae2db32043940eebe6fe2473d35dfc2d4ce155441826a33df942f0bee185774.jpg
2006,Messori,481,2006~Messori~b106296b5cf0327c9406939987a60a1e325d697ad35807d430d079d75b5c324a.jpg
2005,Jasper Conran,481,2005~Jasper Conran~c83ca49607ab9d82a217ca73ca7ba6011db2ac24e7f5e9c971cf454d31cf82e7.jpg
2003,Giorgio Armani,481,2003~Giorgio Armani~e76ef454df8d28fff2b2645e0820a40b873521746338b0a0f99cc7faeb7d9a64.jpg
2005,Gaetano Navarra,481,2005~Gaetano Navarra~c5569aca0e127d681f4bb1809eb4c4afbd9502c1d1f50ed20bb9387166a8b068.jpg
2004,Anne-Valérie Hash,481,2004~Anne-Valérie Hash~c039a695854717da597ebc0df538b19c517238ffee0cc50f425463e8a3015d58.jpg
2007,Max Mara,481,2007~Max Mara~d69a22f224896d6c75877994ea00dd394c2e20c86e28db49c65ca36d748273b1.jpg
2007,Gazzarini,481,2007~Gazzarini~9905a739c9179756b6d5b339346435b617fc603040309b67b29162502fee30b6.jpg
2004,Louis Vuitton,481,2004~Louis Vuitton~74bff6f34988e9024294fcd9d21caec1a774a480b78b531b18b8d9b498894262.jpg
2006,Gas,481,2006~Gas~a1ee60dad0cc4ca7a17c2b692852a5f3d4a19016a86d36e266f1a8c013c5900f.jpg
2004,Dirk Bikkembergs,481,2004~Dirk Bikkembergs~70eb787f6013bd2c195cfd1c51cd4d78acdd63eae1485afac2d60ec288ac2f43.jpg
2001,Etro,481,2001~Etro~8887fff8f1305fbbdce84de08c5705d74757b3e577d18ab972f671e532d2cae6.jpg
2003,John Rocha,481,2003~John Rocha~2448f5c6fee47ea988948d9dca4484aa648193f12db120902cd0be493831c729.jpg
2003,Biagiotti Roma,481,2003~Biagiotti Roma~390ddc44c8e9436248e82343b99663679c1810709bed91d54a79d7ebbecb3861.jpg
2013,Dries Van Noten,483,2013~Dries Van Noten~8ad85e4b818f7c7d0f5236f48763c75654bf869ff2a9564dc476ab146eb85677.jpg
2010,Dior Homme,483,2010~Dior Homme~fa9a7564b0a43d4ceb9ed1ab7161eb403d3797d3132d84990b2f1442f5d955f4.jpg
2010,Kris Van Assche,483,2010~Kris Van Assche~db984125d3fdc720c2de1fc45c70220b4fd0df11b0066e8f212cb5490b4e9365.jpg
2008,Louis Vuitton,483,2008~Louis Vuitton~fac016fff1da1825b432e3374eac655cb965c4892ce19617895649472c0c98e1.jpg
