year,designer,cluster,file_name
2003,Romeo Gigli,483,2003~Romeo Gigli~908320d597bd81efbc0189b0eda23b5a56d990a4f1822d5a3a7d095e99b1e810.jpg
2003,Krizia,483,2003~Krizia~9f3db0ec2505b76e6d33022c30e3798575e6856dddc566e97cc7fe90b92cf8ea.jpg
2010,Central Saint Martins - London 2010,483,2010~Central Saint Martins - London 2010~aa5e16d97d31baea8db80388dc9306c45983d20dbf1ab4409759f973e4dd9fa5.jpg
2003,Iceberg,483,2003~Iceberg~bd91abf3fa2d69e6590277b7f131dde4140a02d1b3f74b9b0663a533fcf6c964.jpg
2002,Yohji Yamamoto,483,2002~Yohji Yamamoto~854e432ac53ee1a348deaa945bce382f6bdbacd3d917ef5a393e0fa4af39be63.jpg
2012,Wooyoungmi ,483,2012~Wooyoungmi ~7c6367be075d408abbd33a42368180a30476d85ccfeaec26c04ae63d53c976f2.jpg
2012,Dolce & Gabbana,483,2012~Dolce & Gabbana~f585ef16b7f0143aeaf406059483e2e24cd094dc81e14f4bc6e3bae22f5f4520.jpg
2008,Enrico Coveri,483,2008~Enrico Coveri~62fad4b0a3eca613da858eda891fb19f4ff574c577cd54e7aa8e014b5dcc6f45.jpg
2008,Prada,483,2008~Prada~58c85da1e3b3ac7766eaa942655984d5b44899d4638a87ad7ceb2913f975b6ab.jpg
2003,Own,483,2003~Own~942492fcb7b2787992059134639ea6973a7878f9a9f7aed0cf54e8ade3c4b9e2.jpg
2006,Calvin Klein,483,2006~Calvin Klein~726edf3c22498540f8f9162be1a7c7a040eb6ce2a07e4518050f293a97561a59.jpg
2010,Betty Jackson,494,2010~Betty Jackson~b7066bec73337ef8780033af9a440c4e668aa70520f046c9ed2c73014b3982ca.jpg
2011,Derek Lam ,494,2011~Derek Lam ~51df8c13f610240825618eff74e72a848e3fbc997c04512fcbda75e99edb1984.jpg
2014,Maiyet,494,2014~Maiyet~4c2076fb6e8c2e7513f12c0b38943b9f7ebdc771110328da004b3e99876bfde6.jpg
2004,Narciso Rodriguez,494,2004~Narciso Rodriguez~ab3e57ee4f2be4aec6df34147b3e22b4e4fc68cf939edd5cbc17374f586aa07d.jpg
2007,Unconditional,494,2007~Unconditional~a5fbfbb323d5d120fd9891ad2ce0e645ece1902da02816aed4de28ec2f171748.jpg
2004,Oscar de la Renta,494,2004~Oscar de la Renta~16acd2e498a387ed270f7cd814ba16dc766673977006bd73da16b6eba914b84f.jpg
2009,Behnaz Sarafpour,494,2009~Behnaz Sarafpour~15f79b54b0c6da56046e0bdcc6f55324623be73f76fc59853d2f5d2b3941f0ab.jpg
2010,Jan Iu MéS,494,2010~Jan Iu MéS~d2c00a84a8b9b34993b3760f8f124c638e2be6adf2fdc488a2bfaf9ab6c8e150.jpg
2013,Veronique Branquinho  Womenswear Spring-Summer 2013,494,2013~Veronique Branquinho  Womenswear Spring-Summer 2013~e73083d0ad6c42f209a41821096ec68b490bfaaecb13446e45863b4a9200134b.jpg
2010,Missoni ,494,2010~Missoni ~7d5eb6e7d836a196daf846e63f75a84d25af63c602a29d93817d20850a92a14f.jpg
2005,Marithé et François Girbaud,494,2005~Marithé et François Girbaud~3c71fad25dafc1d7a05b988996ce03ac44dc559376fd3c9e98a15aea18515fb8.jpg
2006,Gaetano Navarra,494,2006~Gaetano Navarra~ef7c5bbedd77b1a949ff2bec3dec7816611ec9fe21002d08a62648f92bdaf9d9.jpg
2003,Rykiel Homme,494,2003~Rykiel Homme~df4d3ffb9ac361af2391246ed6d25034c4a2d4e48d32f463df8241d9c322aed7.jpg
2011,Richard Chai ,494,2011~Richard Chai ~df79374bdc4f348ea39991094f8cd5b51a9d05e0223adc671f444b92322eb693.jpg
2008,Réyes,494,2008~Réyes~b06635fe15b2fe3168f30aa6c97a41bfd8f9364f412f9ed0c5e860294efb7bea.jpg
2011,Schumacher,501,2011~Schumacher~38de08404d1098f4ec47fdf3bc4ddfb333661deeceeac61c5f07e521247810e2.jpg
2011,Francesco Scognamiglio ,501,2011~Francesco Scognamiglio ~679f3d6e496954c1e83caca49c87f3c59b7199c5d28a2a0fbf2a02819cc6a94f.jpg
2009,Gianfranco Ferrè,501,2009~Gianfranco Ferrè~81f2815a0a044c14c81a5d1b0e45afeb4ce2692b98b5532b085dff06f38a8328.jpg
2009,Paul Costelloe,501,2009~Paul Costelloe~b8e1afef0c9afe8ec2858617f0848bc83cd6561823f80ad970961a74b8abbd32.jpg
2009,Valentino,501,2009~Valentino~26eb525862fa5142b920a2f8c49d52d423589fbb054853e6172f8a1a1f0e4017.jpg
2001,Holland & Holland,501,2001~Holland & Holland~addd4440784ba0ab6e3e022cf8bb1571a38b75152566aa0e0ac0a5fc524c62a3.jpg
2011,Max Azria ,501,2011~Max Azria ~e1eced1004f95ebbab1ab538b68c767df8f2ae349b10313723567a8b8edada34.jpg
2011,Jantaminiau Demi Couture,501,2011~Jantaminiau Demi Couture~f9c2cd814979b460cb465c7e5b14d211a1a6fce2ee1c9fc1433d112a90cbda0b.jpg
2011,BCBG Max Azria ,501,2011~BCBG Max Azria ~33c2332d956ddf994170edaba5aeb49bf982d4451dee211ed62596f0c0579ae8.jpg
2011,Ion Fiz,501,2011~Ion Fiz~7594bdd3e1582870decbe9a6a5ec7ef79abd1817f6c6040b48d20b66a2892422.jpg
2013,Givenchy Womenswear Spring-Summer 2013,501,2013~Givenchy Womenswear Spring-Summer 2013~b6f39bd4e0fbfeb429000ddd3daa93e21e1375734e9461754e56e5fdfac47b2f.jpg
2010,Anke Schlöder,501,2010~Anke Schlöder~cb0fcad4a5f781c8fa96e6221c03fb59fc21d1a7ac9f5736351ce217562843a6.jpg
2009,Max Mara,501,2009~Max Mara~b92019eadc453f8fa9ede7f3efa5a1edd76d2a74647276fb646140f90fa66c2a.jpg
2012,Bruuns Bazaar,501,2012~Bruuns Bazaar~f806a154abf3574a19eb06f52b9646e6dbe173589a7c11a335ee147ed572d108.jpg
2011,Designers Remix,501,2011~Designers Remix~94ca5e0e670d1e05689e59c75c2e8e27585ed56be4681e2a07e3d21c0786d244.jpg
2011,Perretschaad,501,2011~Perretschaad~012b40766362e3155389aa202da8490143fc30292caf5a7c4f254ef6e2b9f2f1.jpg
2008,Armand Basi,511,2008~Armand Basi~a60731792b96e9859e550e0f1f8a23d5abbd6567aaf533e8b32109011682006d.jpg
2010,Louis Vuitton,511,2010~Louis Vuitton~2524bedbff3cdddf9b1a0e9d13ff61b810defb94b5bfb3459bbc61206363eb57.jpg
2003,Giorgio Armani,511,2003~Giorgio Armani~1b091153f0b2aac81e746f8cca27a74ee0a3b48962d9fd145abf9cc59d1f8cba.jpg
2011,3.1 Phillip Lim,511,2011~3.1 Phillip Lim~ef0670919802f0ea5d2402750a0b9d4c7c5dd201b145db1fa45cf4c77b0bcb74.jpg
2010,Gazzarrini,511,2010~Gazzarrini~6f77ffc71aa28aea6f5b0168235228905abe750884db2cbeeb436206fe9577be.jpg
2009,Louis Vuitton,511,2009~Louis Vuitton~e7c010b5b532fed86fc85bc8f989fe23f283e479e7ffd7126bd783d150c166dc.jpg
2002,Paul Smith,511,2002~Paul Smith~793a4f81fdd94cebdd5c91f476e67f397287ce2e433ea028f41872810edf00e6.jpg
2002,Cividini,511,2002~Cividini~613efcddbb8cd10298747dd5ee706b69ca5653b6b2bacea09a1d636e067fa20b.jpg
2005,Marc by Marc Jacobs,511,2005~Marc by Marc Jacobs~06e39168bce1bf708695ef3b522fdc05f8b2b3c1b8f87e0d48cc27cc83cf4032.jpg
2004,Paul Smith,511,2004~Paul Smith~d5751ff101a8b59fb5f5d7c01be110e2e3e5ac445fea36ba8c193c5ff6db9f0c.jpg
2001,Issey Miyake,511,2001~Issey Miyake~fbedcc3d92a731247ac03f269f0b0db0b5a54625a1332475b054ed028022097b.jpg
2002,Paul Smith,511,2002~Paul Smith~a5976bd51144652a8327ab621ae419f48f21213067437856528d04a73d9486d2.jpg
2009,Prada,511,2009~Prada~c65c573e2397fda1ffe9996954a45039c3ea2aefb990471cede3f5659fb705ac.jpg
2005,De Fursac,511,2005~De Fursac~b078631b3d8101c30366409ecf7af552c371fbab7d6db33152ad5c943becf047.jpg
2005,Raf Simons,511,2005~Raf Simons~3ba898649744bbb4f4cc303bbec718a7c0ed065cd48a0e8889509e9c574f568d.jpg
2012,Ehud,511,2012~Ehud~a6e67af17be64fc27f5984b8612554846428eb58e0801bbedfd2f81327bc7953.jpg
2013,Nicolas Andreas Taralis ,531,2013~Nicolas Andreas Taralis ~5225e8e1169df5c4c812cfeb710ebc302076b3c2e3038d86a7cbd72e54ffcce9.jpg
2013,Dolce & Gabbana,531,2013~Dolce & Gabbana~49f613c9bf10c8011d528f880dad35930378c421a3c2a08f4e5e99252a400c1e.jpg
2013,Dior Homme,531,2013~Dior Homme~102540e982f7af0a787c82b7b2aecca1747e3deef64c647e4b608f43891b6521.jpg
2009,Dior Homme,531,2009~Dior Homme~297b5e2cdc0db8f8989d8f4e3d7927d50e23e542a09b3d863c373c7c32853daa.jpg
2002,Alessandro dell'Acqua,531,2002~Alessandro dell'Acqua~52ac3ecd723401c4c5a4fb14bfcb5f732176ecbf3fa82bb4da65f0ba5a9e812d.jpg
2013,Lanvin,531,2013~Lanvin~1604b31626869cdcec261c0d380b5042e0ddd8ca0b90a0b1563547a23837733d.jpg
2006,Costume National,531,2006~Costume National~876d222d6c2b7e0f6e17ed33c3143cc558e0533f59ae484460cf3c9f281f5444.jpg
2007,J. Lindeberg,531,2007~J. Lindeberg~c0f5143b4f3b794068bb41220c4a265040293c4c9a03cacc062434c7b302c53d.jpg
2006,Kris van Assche,531,2006~Kris van Assche~e5e0c3d02cae4e68a40d01d9cf4bd32f3e4c2ee302d21a453530a59bb54c4adc.jpg
2012,Yiorgos Eleftheriades  ,531,2012~Yiorgos Eleftheriades  ~12028113ca1b50fc3b1475222a4bc959bfb97417fbda10199163c918d77bcb82.jpg
2010,Lanvin,531,2010~Lanvin~59982cb0f40ee05add5212811a624b2376a218a5e68b29d18e4c3cd218c139e5.jpg
2008,Malandrino,531,2008~Malandrino~cddd761f1c5003ab21209ee937c449f5f75839e177e215cebaab9a27894c67d6.jpg
2006,Comme des Garçons,531,2006~Comme des Garçons~177bff103186f5c83bfdc5f584fc57f157128e9b2021d40d7567b3e2df3b67a7.jpg
2010,Paul Smith,531,2010~Paul Smith~74bf41f4a1e5efe2e320bfd7b2425a54d2942d3c0f4e96b6c731e8a62dc375fc.jpg
2006,Paul Smith,531,2006~Paul Smith~e277d724bb367dd09d724445325f04aad62d034e6874f55a334e47883badf24e.jpg
2013,Jil Sander,531,2013~Jil Sander~2845f2c9a457f777732e2e4597f0a4e49bde6d997602b88b4c0723393b1fd234.jpg
2009,Missoni ,535,2009~Missoni ~b21a9f53d8a63b8d3720b6c26a48f91b6b6372ff02c9bea929cd4a1416954619.jpg
2012,Marc by Marc Jacobs ,535,2012~Marc by Marc Jacobs ~1d64783282ec7a695fc359f13e8002e488a2a2101a1a391ab19b77599171598e.jpg
2005,Dirk Bikkembergs,535,2005~Dirk Bikkembergs~9c48cf5d9cc0f34555a43b79767463e6288b48d23e969a6d1b9f3860d39c523e.jpg
2012,Omar Kashoura,535,2012~Omar Kashoura~f98d5c3a27f2719a16bfd3117e97222e3732b2599f286ab726e594e791d8f41f.jpg
2013,Issey Miyake Men,535,2013~Issey Miyake Men~b9c6fa5d7864b71817a83d59afbd1500ee761c220662a57a4b186518edc79a64.jpg
2006,J. Lindeberg,535,2006~J. Lindeberg~a0111e8ad17478208f118feef506d2561a27f5d66e61af3f41b6c9164f5ef77b.jpg
2006,Messori,535,2006~Messori~305ec0220d8a38a0f3d21d872e081a0dd905a2015e1207f2af9d8feb2458f1d1.jpg
2003,Undercover,535,2003~Undercover~6037547f998744da4b4d1816b1d5998769240443afe33b2467ef13501ddd1546.jpg
2004,Clips,535,2004~Clips~12961ae6a5f5d724f036a86b369781fb91d1075e1908668534ce4d1cc86196b3.jpg
2005,Udo Edling,535,2005~Udo Edling~64384da1510850ea44d903d231f283fd318827070cd0b5571e247ba614c0afda.jpg
2001,Issey Miyake,535,2001~Issey Miyake~7f4376c3e9bc2debd28fdc2a97e6ecb42f55db541ef164f51c74fb87cb56dc5b.jpg
2005,Dries Van Noten,535,2005~Dries Van Noten~5b81ec06b34c3506686066c8272b50af597184974db18019a7027d0a88c50086.jpg
2009,Neil Barrett,535,2009~Neil Barrett~e309e783dcb7fc6d836d088e6ba4ffb17c155afee6bf2460c5facdabb295f629.jpg
2005,Paul & Joe,535,2005~Paul & Joe~e637da754057bf55641a747a9b4c3fb19c99209d79fca3db7af590efeefa5e54.jpg
2002,Yohji Yamamoto,535,2002~Yohji Yamamoto~62b9dd446c90e21763985d80b88279cabef5dfd0f852a8fc37030154dbfc9254.jpg
2012,Hermès ,535,2012~Hermès ~0bfe1bddc0cfe481a572af586cd9750e6ebdc03fe26d59a53aec95b49aa99831.jpg
2007,Jeroen van Tuyl,549,2007~Jeroen van Tuyl~30c79f13d168cb7c5607dfe8ef1bb15bc02737e397a4392da9d30defa0190e73.jpg
2007,Alessandro dell'Acqua,549,2007~Alessandro dell'Acqua~0dc5c45aebf10f9a5e668b03e5a11d8c964f16d0c3ff585269d5a8d427e2b9c7.jpg
2010,Bill Tornade,549,2010~Bill Tornade~7713af317a819fd824a7b4f43a7ce38da710fb02eccd0c2a99d6614a7c63d16d.jpg
2012,Ados Les Scents,549,2012~Ados Les Scents~2d522e622f9fe50aff5b92d68c093dc1d61c2fd5ea9a1a02e09ac7b46535ea45.jpg
2011,Wooyoungmi,549,2011~Wooyoungmi~b5cec20155ff16224ad4ed9a0acc4b03c1bc35ac9e512d1e0a34fabb4932b78b.jpg
2002,Miu Miu,549,2002~Miu Miu~773bdc1fc0aa4cce36b75a4b964a8087923a53a1d4ef464d4f1945041bd23330.jpg
2004,Versus,549,2004~Versus~e9cce4b67aa65f3105fc3301c73b51b5f73fc67649460f15ec1750c9a9cd0042.jpg
2007,Iceberg,549,2007~Iceberg~ceaae56fed973e008287b695d00a85fa0e95a3e63a36db6d5c57a2b3b10aa608.jpg
2007,Burberry Prorsum,549,2007~Burberry Prorsum~26548e407043a1cbe8011ebc4fc6892c077adf2455aa1d046c990d91c813c0a4.jpg
2010,Joan Fabregas,549,2010~Joan Fabregas~031024cec2505e4e52945f2e02a344ddbb186912f8f476035e81119f36985014.jpg
2004,Paul Smith,549,2004~Paul Smith~61e8374716bb95f38c9913a311b162be4e648a3956b486a8ea60a782d2a496c1.jpg
2010,Prophetik,549,2010~Prophetik~d1e5622a88521a63e90247fa3108edda743754aaf1813f79cec765fc6ede2f5f.jpg
2008,Iniy Sanchez Vanoort (Frans Molenaar Prijs),549,2008~Iniy Sanchez Vanoort (Frans Molenaar Prijs)~9f8f08607b657bfb031d5ee89886a55d8bca2f8ff0bae46800fbaa236a8dcfc9.jpg
2005,Dirk Bikkembergs,549,2005~Dirk Bikkembergs~20dd4c9e58003cf7cae143ee40d6e4e634c1c8d1347ce0bfeaf047c149e5af88.jpg
2002,Hardy Amies,549,2002~Hardy Amies~c407889a76b13d567631a3fa011d077ba62e2b0a5868c4309d09da566698b293.jpg
2006,Vivienne Westwood,549,2006~Vivienne Westwood~ffbade78f9a17ca85ac54d6d92f138dbd869339ac7197410329b1151841c8432.jpg
2010,3.1 Phillip Lim,549,2010~3.1 Phillip Lim~4b495f986df8079286b537d956426780241f2c9ffaba6044759695c247a095bc.jpg
2002,Moschino,549,2002~Moschino~32d191238879c122f499b2e53e88344efd5c0ae8e1b99cc7b2db0920bce48678.jpg
2005,Schiess,549,2005~Schiess~7691b978cac89e66d80fc681ce7903c64cdd04788963b6adae7571fc52616b1e.jpg
2007,Yohji Yamamoto,549,2007~Yohji Yamamoto~724d550941a91e61f9a7315c05ceef3f30fb29220b0a42648b12b83df263697d.jpg
2007,Gaspard Yurkievich,549,2007~Gaspard Yurkievich~180cc53b9f3af34b62d18635cac2f072df98f4448baa0d04145529efccb4b14d.jpg
2012,Christian Lacroix Homme,549,2012~Christian Lacroix Homme~1282dad62b441e25665a414d1da9495834a8ec5cb511dd031467716588ee9a0b.jpg
2013,Bottega Veneta,549,2013~Bottega Veneta~267809a55a360d50c2ea349a27beb16d616db0b7afffdea421335b4b3367a59c.jpg
2008,Alessandro dell'Acqua,549,2008~Alessandro dell'Acqua~911484d3480f213e4a1358f27633ac5893c1f3242d1c712574cbb098d7af92da.jpg
2005,Costume National,549,2005~Costume National~4a2c88a643ae5081ba1dd7bd00769853574960859bf5a56344b890270211d596.jpg
2003,Louis Vuitton,549,2003~Louis Vuitton~7ed2afe6b77b89df4c18f41863906bcd0098af8fbc5c6215af334bf23d230f93.jpg
2002,Carlo Pignatelli,549,2002~Carlo Pignatelli~c2c7ed12f4be6d9bbd0fc6de55f8dcd7a509f8b3d2447384776d465f4802f495.jpg
2002,Calvin Klein,549,2002~Calvin Klein~cda384492cf3f274a012ad53661e625e34f933d04864a0a6da6b33776716d877.jpg
1997,Paco Rabanne,549,1997~Paco Rabanne~920e5b4f42fd71eff903609b1e12b0065086fe158d14503c9e2390ec19a56108.jpg
2010,Dsquared2,549,2010~Dsquared2~e8a2fd9487befc669b99e3621aca7cae70cd87c6dca1dcf87eb8596e47cb56f2.jpg
2009,Rick Owens,549,2009~Rick Owens~5ab171d926b5487ae633dd3af62c78917466ab8494edf3e835ce680c03f08d9d.jpg
2013,Raf Simons,549,2013~Raf Simons~31d4d6d16a9ff364148f4f42b61ae986c6d0442340aa991482492ff68ed67550.jpg
2003,Antonio Marras,549,2003~Antonio Marras~ce4051564b55081654a369cfa8bbc072393357e1004d89b330eddcb6ad42761b.jpg
2005,BCBG by Max Azria,549,2005~BCBG by Max Azria~de09d6a4adb1d47e9d1b1cd9c0abf86d5f517fe69f4676790ce4f8a8f9000b70.jpg
2009,Anne-Valérie Hash,549,2009~Anne-Valérie Hash~a61ab6fff1b33b7cec4dd79db5a297549cfaa31aa89ef93b7dc97f3c897140a2.jpg
2002,Yves Saint Laurent,549,2002~Yves Saint Laurent~f91c44816d9d704b3276bd3832b7b5ff6c75ba066de1c6d3e9f9bfb4d1540117.jpg
2002,Costume National,549,2002~Costume National~df7b6869ffe4f0e89199844fa6d006c1a4d5810b4ba01065249a7a2cd18f0892.jpg
2003,Own,549,2003~Own~c1cf0bfeade3628b6348275c4adcb399c9acc0b3b40f7a558f17d4ee53df43b0.jpg
2006,Vera Wang,549,2006~Vera Wang~4c1eb5ef87a0214c60a1baf2407344e2e2e684227efecb94263a223f1ac95f97.jpg
2004,Krizia,549,2004~Krizia~a9ee16a2cd75c2099dde9120048cb215f9a3393a1106ce0e60187a1a25e18e27.jpg
2003,Gianfranco Ferre,549,2003~Gianfranco Ferre~8e788c021c3e00eeda5ee6442432e33af40565d4280909ee0ccd3886521f79bb.jpg
2005,Andrew McKenzie,549,2005~Andrew McKenzie~4f6e1cffb4a16d42b757f94b93c228aac1614768b637a4f0535299a2a820245f.jpg
2011,Donna Karan New York ,549,2011~Donna Karan New York ~4cded18495f8edc5cec6d21e35ad097c7e607c41aa50063e6927284abb6e2fe5.jpg
2012,Missoni ,549,2012~Missoni ~0e189d549d32892c4df28592554eb385a41d7ed0986635e185e8ca0fffc508b7.jpg
2013,Allude Womenswear Spring-Summer 2013,787,2013~Allude Womenswear Spring-Summer 2013~cddde9615f4c66d74f97af5d8e8824f57f92da8fd0d2a298d2bc043e667dfb21.jpg
2014,Elie Saab,787,2014~Elie Saab~095680766ff404bd0e245e71901acecbe0f9dca40b2cea2d2c63296a6da80b12.jpg
2012,Oscar De La Renta ,787,2012~Oscar De La Renta ~dbf9950bf3c88d6e09451bafbec95aef731701b16588e4d173decf527ac34263.jpg
2009,Veronique Branquinho,787,2009~Veronique Branquinho~27a1f79757076da23c0f5fd9f5d42ce5c7ca44ceaad6ca5ad0ddfff6282a36c5.jpg
2010,Collette Dinnigan,787,2010~Collette Dinnigan~cfa66937503dbaa2b4978e9005c2a573d58a33eac4e753f02dd4cf8ed1a029d6.jpg
1999,Torrente,787,1999~Torrente~9fbabbd91ac022c63e70bf2c5ab9774976722a721c45d4204ade8962deaec5b6.jpg
2011,Véronique Leroy ,787,2011~Véronique Leroy ~28f84aeaaaa35869ea85d5332b0948c3282d3a9690d85e50deb30af025578db2.jpg
2010,Brioni,787,2010~Brioni~455b3862e90ebf0b336bdcbd163c915b9440be9a73eab1f16c8b1acfe558db6d.jpg
2006,Rick Owens,787,2006~Rick Owens~64e8e264d0a8520d14e854f4e19da63292a694e3663d7160901e8e7b026ea1db.jpg
2010,Roberto Cavalli,787,2010~Roberto Cavalli~db360df3c0649fb1c427d80021a7852b8a264dd7967a24ad25bbb8bbe2d25985.jpg
2011,Max Azria ,787,2011~Max Azria ~0494cc5d1296b8968713ba0b75f0cd67bc19d21bf070180b77f1ed9dc5663efa.jpg
2001,Narciso Rodriguez,787,2001~Narciso Rodriguez~351755d1f3cccafd172aebfefc9c7118a78f4eadf1da6e240a1067782b2800ce.jpg
2003,La Perla,787,2003~La Perla~8c509e872471c0b1f78f31c3ff597e19d17f8ccf70dd1e0b10c6e5c7fef59fb2.jpg
2007,Sharon Wauchob,787,2007~Sharon Wauchob~ac84b8bafe8b925cdb2d5117865af909388917044486542651c8dcff9bc46d61.jpg
2001,Gaspard Yurkievich,808,2001~Gaspard Yurkievich~0f7bef9d005e5be767576b2dc742f67cd0e89da91503c271bc5509d4f7393628.jpg
2003,Salvatore Ferragamo,808,2003~Salvatore Ferragamo~4b48edd91e39b6f703c9f8776e6b58b8ffad3e35eecc808886fb35f848926477.jpg
2012,Canali ,808,2012~Canali ~c63f54abb3494020cf39bda95e92c0d84ae9ab44d6dfe05a9452b410a7fa96f7.jpg
2005,Raf Simons,808,2005~Raf Simons~7c6f667c073fe632e5931125c22a776bf5e31c3eb204bc56fb1de6f0b5e53902.jpg
2012,Topman Design,808,2012~Topman Design~2810c9d4257eb05b0bb87d0360f0173ffec2419ac30b48bfea7da446d2bd073e.jpg
2001,Exte,808,2001~Exte~27d6c0ddc1e70113519ee4fef939139e76be18f5d198f1949144496879188901.jpg
2005,Neil Barrett,808,2005~Neil Barrett~87a60dc13587935b1cd26e06b5c14eb4df93e0470a6cbcb9abed1bb087433138.jpg
2011,Vivienne Westwood,808,2011~Vivienne Westwood~80d34af41b854aee6af0359c98704f17a9855676094734c0f1555098bf2140e8.jpg
2005,Jean-Louis Scherrer,808,2005~Jean-Louis Scherrer~e757e84a3f43a58996aa59c629047b28277dfc167bb6aa4422929b1dd21342b3.jpg
2008,Masatomo,808,2008~Masatomo~5864b3ce6b24b793cce4cb20fba21eddd99377be3c173a5bd2d99f66d5077fc2.jpg
2008,Armand Basi,808,2008~Armand Basi~3f3d9c6870a80f0572089916e388006d754e5b6b918e6c0af37f9bf84cf49cd5.jpg
2010,U-ni-ty,808,2010~U-ni-ty~da8d9c5703a3350b470e7722a4d0db39f77f5b53b64a09d1e2856465cad79ef0.jpg
1997,Escada,808,1997~Escada~d0ea1e9cc644fea7608461b07754c075408eb3fcd7da42284a1f0821e5a5d0e4.jpg
2007,Gianfranco Ferre,808,2007~Gianfranco Ferre~8cbffbd0eee6b13da893cc6eef6eaca595f20e23fb4a7b9f45a79f791990ddd5.jpg
2008,Marithé + François Girbaud,840,2008~Marithé + François Girbaud~cfbdc298b93d904142b058fc2ae38872afbe38385e5232d6b0ec03f9f404e937.jpg
2005,Dolce & Gabbana,840,2005~Dolce & Gabbana~da3ec21bf3343f5e48f07035ebb545ad1eb271d85e104541da747d1821b66fa8.jpg
2013,Damir Doma,840,2013~Damir Doma~a4eda415abe88941672aa5d1d0d07445d490d6bde4c123f73040b175de90dd5b.jpg
2006,Dirk Schönberger,840,2006~Dirk Schönberger~52f2163142b42f0fd702ea521feeb4df2a8718bc8cf7b1141607704aa877d471.jpg
2003,Cerruti,840,2003~Cerruti~21b6e623d98e05aac1e78510704c067c6f87266df1ebbe4948bc3b36c6781e3a.jpg
2011,Enrico Coveri ,840,2011~Enrico Coveri ~28b40d2db7b1b882ed41ddbdb1b113c1ea03f24f75d080d19ae28ed3a0956f77.jpg
2007,Giorgio Armani,840,2007~Giorgio Armani~8bd080678ced42343a6e07423a61eb0dc91ccc8a66b5cfea5ff40c22b8ed6deb.jpg
2008,Paul Smith,840,2008~Paul Smith~b5a74f200f5e0b38cd48bb64a88e6352644e295e0317ed6d2056716cea2becb9.jpg
2003,Neil Barrett,840,2003~Neil Barrett~d2914316782d68495af1ebda7b677841d67b20f8321f4ced5bf3412e1e734ed1.jpg
2011,Alexis Mabille ,840,2011~Alexis Mabille ~18f71c1811d98b43745a7830931369d5a7d7825ae01d49cb114f52145b2615bb.jpg
2009,Shipley & Hamos,840,2009~Shipley & Hamos~4f4c0f24e01d58206af4f3bd1facf6037428cdb693bf8f2a4e0b4b05eb91b466.jpg
2009,Louis Vuitton,840,2009~Louis Vuitton~f15a76d69207370ec01012f1dc6bcf1c8f7b464dffec46e3596e77a63b41b290.jpg
2007,Miharayasuhiro,840,2007~Miharayasuhiro~15bc6f42fa5f3fdeaa4d62d5cc437ea2e5e822eaa67dcb0af77cbbd60ed20d79.jpg
2008,Thierry Mugler,840,2008~Thierry Mugler~c12d1a3c04451a72b086c6f8dffed3996fe11629a04aa4a9e023e044466703e3.jpg
2008,Lyn Devon,886,2008~Lyn Devon~80219589f2b19b2f43b9baee1977f30174a20b258255103e3b39235f0ec03b4d.jpg
2010,Peter Pilotto ,886,2010~Peter Pilotto ~4af4015e38c09008bd9a519314afec6b03a8aa47636ca6f26c1b36b388e7b29c.jpg
2009,Mark Fast,886,2009~Mark Fast~c400c6c17a271646b3fdf290e6057518ce76970303033bd2c058ba78570b1bdf.jpg
2006,Aigner,886,2006~Aigner~ba6229869819c200470ed9dd1527eb6c87c4ad8ae4d4aae873bcc0ba9f0765f4.jpg
2014,On Aura Tout Vu,886,2014~On Aura Tout Vu~399cd9d2e312ac3ad0ae0a534e84d9aea0658ce1df9a8f56cc97c163a65d468d.jpg
2008,Baby Phat by Kimora Lee Simmons ,886,2008~Baby Phat by Kimora Lee Simmons ~f971e507b219c35360175e306e08c35266f387a8d723dca0bd044583b26bd1b3.jpg
2007,Weardowney,886,2007~Weardowney~5a3498cc6530c0168830742f8f17bbb631083d7169be8ab8b3d47d6606365fb1.jpg
2010,Lublu K.Plastinina ,886,2010~Lublu K.Plastinina ~db78be88742863bf90eeec3e889d851fde996a57d90fda0881af0a55664262c7.jpg
2001,Lawrence Steele,886,2001~Lawrence Steele~3955e630736de4a0a437df45f7906de8cc0e834eb690c04e2e035954977a6b57.jpg
2009,Carmen Marc Valvo,886,2009~Carmen Marc Valvo~516316f5c34f74c2dd18802c9abe59e7523a74fdd53df585a1d9e896b98fa9fa.jpg
2012,Krizia ,886,2012~Krizia ~950ddd85da58c846f50fe305a5551508804a391e147bed19e3d685a13b8dcb7d.jpg
2014,Dilek Hanif,886,2014~Dilek Hanif~07fbfa9caa14ce47a101591ddc7bbf09befcbe866c27b5d2d5bfae12a08f0965.jpg
2005,Junko Shimada,886,2005~Junko Shimada~b25da4c3ea32fcb32014784e3559a00ca6bdf98bc1378639e267e285ab45f087.jpg
2005,Cacharel,886,2005~Cacharel~8903a7caa9be7a9bb138c4a9892e0ec409e628cc931739fa28979488963d0e2a.jpg
2007,Vivienne Tam,886,2007~Vivienne Tam~c17711ace98f0b9711e3ee3e0f4d550a12cda259d29873d3a5eeb2a44ec8414b.jpg
2007,Vivienne Tam,886,2007~Vivienne Tam~c17711ace98f0b9711e3ee3e0f4d550a12cda259d29873d3a5eeb2a44ec8414b.jpg
2011,VPL ,886,2011~VPL ~5766710dca37dd877a5f0454a92aa6bd45ca753a39195d7a6e2f09a0a11dd2b5.jpg
